dataset_id,subject_id,trial_id,t,aoi,aoi_data_id
6,0,0,-31125,target,0
6,0,0,-31075,other,1
6,0,0,-30875,distractor,2
6,0,0,-30775,distractor,3
6,0,0,-30625,target,4
6,0,0,-30600,other,5
6,0,0,-30525,other,6
6,0,0,-30500,other,7
6,0,0,-30475,other,8
6,0,0,-30350,other,9
6,0,0,-30200,other,10
6,0,0,-30050,other,11
6,0,0,-30025,other,12
6,0,0,-29950,other,13
6,0,0,-29825,other,14
6,0,0,-29800,other,15
6,0,0,-29775,other,16
6,0,0,-29750,other,17
6,0,0,-29725,other,18
6,0,0,-29700,other,19
6,0,0,-29625,target,20
6,0,0,-29575,other,21
6,0,0,-29550,other,22
6,0,0,-29500,other,23
6,0,0,-29450,distractor,24
6,0,0,-29425,other,25
6,0,0,-29375,other,26
6,0,0,-29325,other,27
6,0,0,-29300,other,28
6,0,0,-29275,other,29
6,0,0,-29075,other,30
6,0,0,-28900,distractor,31
6,0,0,-28825,other,32
6,0,0,-28800,target,33
6,0,0,-28750,other,34
6,0,0,-28725,other,35
6,0,0,-28675,other,36
6,0,0,-28650,other,37
6,0,0,-28625,other,38
6,0,0,-28600,other,39
6,0,0,-28350,other,40
6,0,0,-28275,distractor,41
6,0,0,-28250,other,42
6,0,0,-28200,other,43
6,0,0,-28175,other,44
6,0,0,-28125,other,45
6,0,0,-27975,target,46
6,0,0,-27900,other,47
6,0,0,-27700,other,48
6,0,0,-27625,other,49
6,0,0,-27500,other,50
6,0,0,-27350,target,51
6,0,0,-27275,other,52
6,0,0,-27250,other,53
6,0,0,-27225,target,54
6,0,0,-27200,other,55
6,0,0,-27000,other,56
6,0,0,-26975,other,57
6,0,0,-26850,other,58
6,0,0,-26825,distractor,59
6,0,0,-26800,other,60
6,0,0,-26725,other,61
6,0,0,-26700,other,62
6,0,0,-26675,other,63
6,0,0,-26650,other,64
6,0,0,-26625,distractor,65
6,0,0,-26600,distractor,66
6,0,0,-26575,other,67
6,0,0,-26525,other,68
6,0,0,-26475,other,69
6,0,0,-26450,other,70
6,0,0,-26425,other,71
6,0,0,-26400,other,72
6,0,0,-26375,distractor,73
6,0,0,-26350,other,74
6,0,0,-26300,other,75
6,0,0,-26275,other,76
6,0,0,-26225,other,77
6,0,0,-26175,other,78
6,0,0,-24975,other,79
6,0,0,-23075,other,80
6,0,0,-23050,other,81
6,0,0,-22750,other,82
6,0,0,-21125,distractor,83
6,0,0,-21100,distractor,84
6,0,0,-21050,target,85
6,0,0,-21025,target,86
6,0,0,-20350,other,87
6,0,0,-20325,other,88
6,0,0,-19800,target,89
6,0,0,-18200,target,90
6,0,0,-18150,target,91
6,0,0,-18075,target,92
6,0,0,-17575,target,93
6,0,0,-16350,other,94
6,0,0,-15375,target,95
6,0,0,-15300,target,96
6,0,0,-15275,target,97
6,0,0,-15150,target,98
6,0,0,-15125,target,99
6,0,0,-15050,other,100
6,0,0,-14875,distractor,101
6,0,0,-14600,target,102
6,0,0,-14475,other,103
6,0,0,-13500,distractor,104
6,0,0,-11125,target,105
6,0,0,-5225,other,106
6,0,0,-3550,other,107
6,0,0,-3475,other,108
6,0,0,-3425,other,109
6,0,0,-3350,target,110
6,0,0,-3225,other,111
6,0,0,-3175,other,112
6,0,0,-3150,other,113
6,0,0,-3100,other,114
6,0,0,-3050,other,115
6,0,0,-2475,other,116
6,0,0,-2250,target,117
6,0,0,-2100,target,118
6,0,0,-2050,target,119
6,0,0,-2000,other,120
6,0,0,-1950,distractor,121
6,0,0,-1800,target,122
6,0,0,-1550,target,123
6,0,0,-1425,target,124
6,0,0,-1400,target,125
6,0,0,-1175,target,126
6,0,0,-1125,target,127
6,0,0,-1000,target,128
6,0,0,-950,other,129
6,0,0,-900,other,130
6,0,0,-450,target,131
6,0,0,-425,target,132
6,0,0,-400,target,133
6,0,0,-375,target,134
6,0,0,-275,target,135
6,0,0,-250,other,136
6,0,0,-225,other,137
6,0,0,-50,target,138
6,0,0,50,target,139
6,0,0,100,target,140
6,1,1,-31125,target,141
6,1,1,-31025,other,142
6,1,1,-27000,other,143
6,1,1,-26975,other,144
6,1,1,-26950,other,145
6,1,1,-26925,other,146
6,1,1,-26900,other,147
6,1,1,-26875,other,148
