dataset_id,subject_id,trial_id,t,aoi,aoi_data_id
3,0,0,-31125,other,0
3,0,0,-31100,other,1
3,0,0,-31075,other,2
3,0,0,-31050,other,3
3,0,0,-31025,other,4
3,0,0,-31000,other,5
3,0,0,-30975,other,6
3,0,0,-30950,other,7
3,0,0,-30925,other,8
3,0,0,-30900,other,9
3,0,0,-30875,other,10
3,0,0,-30850,other,11
3,0,0,-30825,other,12
3,0,0,-30800,other,13
3,0,0,-30775,other,14
3,0,0,-30750,other,15
3,0,0,-30725,other,16
3,0,0,-30700,other,17
3,0,0,-30675,other,18
3,0,0,-30650,other,19
3,0,0,-30625,other,20
3,0,0,-30600,other,21
3,0,0,-30575,other,22
3,0,0,-30550,other,23
3,0,0,-30525,other,24
3,0,0,-30500,other,25
3,0,0,-30475,other,26
3,0,0,-30450,other,27
3,0,0,-30425,other,28
3,0,0,-30400,other,29
3,0,0,-30375,other,30
3,0,0,-30350,other,31
3,0,0,-30325,other,32
3,0,0,-30300,other,33
3,0,0,-30275,other,34
3,0,0,-30250,other,35
3,0,0,-30225,other,36
3,0,0,-30200,other,37
3,0,0,-30175,other,38
3,0,0,-30150,other,39
3,0,0,-30125,other,40
3,0,0,-30100,other,41
3,0,0,-30075,other,42
3,0,0,-30050,other,43
3,0,0,-30025,other,44
3,0,0,-30000,other,45
3,0,0,-29975,other,46
3,0,0,-28175,other,47
3,0,0,-28150,other,48
3,0,0,-28125,other,49
3,0,0,-28100,other,50
3,0,0,-28075,other,51
3,0,0,-28050,other,52
3,0,0,-28025,other,53
3,0,0,-28000,other,54
3,0,0,-27975,other,55
3,0,0,-27950,other,56
3,0,0,-27925,other,57
3,0,0,-27900,other,58
3,0,0,-27875,other,59
3,0,0,-27850,other,60
3,0,0,-27825,other,61
3,0,0,-27800,other,62
3,0,0,-27775,other,63
3,0,0,-27750,other,64
3,0,0,-27725,other,65
3,0,0,-27700,other,66
3,0,0,-27675,other,67
3,0,0,-27650,other,68
3,0,0,-27625,other,69
3,0,0,-27600,other,70
3,0,0,-27575,other,71
3,0,0,-27550,other,72
3,0,0,-27525,other,73
3,0,0,-27500,other,74
3,0,0,-27475,other,75
3,0,0,-27450,other,76
3,0,0,-27425,other,77
3,0,0,-27400,other,78
3,0,0,-27375,other,79
3,0,0,-27350,other,80
3,0,0,-27325,other,81
3,0,0,-27300,other,82
3,0,0,-27275,other,83
3,0,0,-27250,other,84
3,0,0,-27225,other,85
3,0,0,-27200,other,86
3,0,0,-27175,other,87
3,0,0,-27150,other,88
3,0,0,-27125,other,89
3,0,0,-27100,other,90
3,0,0,-27075,other,91
3,0,0,-27050,other,92
3,0,0,-27025,other,93
3,0,0,-27000,other,94
3,0,0,-26975,other,95
3,0,0,-26950,other,96
3,0,0,-26925,other,97
3,0,0,-26900,other,98
3,0,0,-26875,other,99
3,0,0,-26850,other,100
3,0,0,-26825,other,101
3,0,0,-26800,other,102
3,0,0,-26775,other,103
3,0,0,-26750,other,104
